"schema","uuid","id","title","abstract","datasetURI","category","metadatacreationdate","date-publication","date-revision","temporal_extent_start","temporal_extent_end","keyword","geoBox","LegalConstraints","link","format","contact-pointOfContact","keyword-1","Constraints"
"iso19139","2305c0ab-7925-458b-9dbe-60a1147ef91f","102080","Aerial Forest Survey Pattern: Michigan, 2015","This data was taken from an aerial survey of forests","40b75b1b466c499dbab6aa85853cdb57_62","dataset","2017-04-07T12:35:02","2016-01-07","2017-03-15","2015","2015","Forests###Trees###Michigan, United States","-90.2176###-83.1354###42.4499###48.0913","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/40b75b1b466c499dbab6aa85853cdb57_62.zip###https://gis-michigan.opendata.arcgis.com/datasets/40b75b1b466c499dbab6aa85853cdb57_62###https://opengeometadata.github.io/big-ten/23/05/c0/ab7925458b9dbe60a1147ef91f/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrAerialSurveys/MapServer/62","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","22ee5635-8f99-4871-8ff3-8c6482ef336a","102081","Michigan State Park Boundaries: Michigan, 2015","Michigan State Park Boundaries are managed by the Parks & Rec. Division within the DNR.","7bfdeaa5811c44a6b2fa9a0e7166af65_5","dataset","2017-04-07T12:35:15","","","2015","2015","Michigan, United States###Parks","-90.0454###-82.2102###41.7439###47.4904","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/7bfdeaa5811c44a6b2fa9a0e7166af65_5.zip###https://opengeometadata.github.io/big-ten/22/ee/56/358f9948718ff38c6482ef336a/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrParksAndRecreation/MapServer/5###https://gis-michigan.opendata.arcgis.com/datasets/7bfdeaa5811c44a6b2fa9a0e7166af65_5","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","22dd18c8-c92b-4b3f-b634-58bd2cd4d817","102082","Michigan DNR Designated ATV Trails: Michigan, 2015","Designated ATV Trails (All Terrain Vehicles) are the trails specifically designated for ATV or Motorcycle Use (only vehicles with less than 50\" in width). The trails are located on State, Federal, County, Local, and Private Lands.","a9e3012e38fe44e99c6aa44d9a4c0952_7","dataset","2017-04-07T12:35:25","","","2015","2015","Michigan, United States###Recreation","-90.5436###-82.0796###41.6457###48.1903","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/a9e3012e38fe44e99c6aa44d9a4c0952_7.zip###https://opengeometadata.github.io/big-ten/22/dd/18/c8c92b4b3fb63458bd2cd4d817/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/open_Trails/FeatureServer/7###https://gis-michigan.opendata.arcgis.com/datasets/a9e3012e38fe44e99c6aa44d9a4c0952_7","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","25a6e0d2-d0db-4fa5-9391-5d9f760a27a8","102077","Aerial Forest Survey Severity: Michigan, 2008","This data was taken from an aerial survey of forests","53613debbedc4f3aa589470892f169b6_24","dataset","2017-04-07T12:35:06","2016-07-07","2017-03-15","2008","2008","Forests###Trees###Michigan, United States","-89.8035###-83.1847###42.5533###47.1482","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/53613debbedc4f3aa589470892f169b6_24.zip###https://gis-michigan.opendata.arcgis.com/datasets/53613debbedc4f3aa589470892f169b6_24###https://opengeometadata.github.io/big-ten/25/a6/e0/d2d0db4fa593915d9f760a27a8/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/ForestHealthAerialSurveys/FeatureServer/24","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","2352cd72-927e-4b21-9ef1-14f9605c9576","102079","Michigan DNR Designated Snowmobile Trails: Michigan, 2015","Designated Snowmobile Trails are the trails specifically designated for snowmobile Use. The trails are located on State, Federal, County, Local, and Private Lands.","1ec4cc8c652b439bba0375719e1d4102_9","dataset","2017-04-07T12:34:27","","","2015","2015","Michigan, United States","-90.5436###-82.0796###41.6457###48.1903","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/1ec4cc8c652b439bba0375719e1d4102_9.zip###https://opengeometadata.github.io/big-ten/23/52/cd/72927e4b219ef114f9605c9576/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/open_Trails/FeatureServer/9###https://gis-michigan.opendata.arcgis.com/datasets/1ec4cc8c652b439bba0375719e1d4102_9","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","2cf74ae6-2183-4d07-b61b-cacab8f2c26d","102074","Ash Host Species: Michigan, 2010","Ash Host Species 2010 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.","0ff1565ef9c84f1aa2d18b40eb45b7b0_16","dataset","2017-04-07T12:34:51","","","2010","2010","Forests###Trees###Michigan, United States","-90.1146###-82.7058###42.3674###47.3987","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/0ff1565ef9c84f1aa2d18b40eb45b7b0_16.zip###https://opengeometadata.github.io/big-ten/2c/f7/4a/e621834d07b61bcacab8f2c26d/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/16###https://gis-michigan.opendata.arcgis.com/datasets/0ff1565ef9c84f1aa2d18b40eb45b7b0_16","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","2e400c1a-71e8-43e9-8b1d-ca628245d03b","102073","Watershed Basins: Michigan, 2015","This dataset shows the locations of Watershed Basins","f2443aafaaa641c79b574728665b47e4_16","dataset","2017-04-07T12:35:19","","","2015","2015","Michigan, United States###Hydrology","-90.4921###-82.1289###41.1977###47.4969","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/f2443aafaaa641c79b574728665b47e4_16.zip###https://opengeometadata.github.io/big-ten/2e/40/0c/1a71e843e98b1dca628245d03b/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/hydro/MapServer/16###https://gis-michigan.opendata.arcgis.com/datasets/f2443aafaaa641c79b574728665b47e4_16","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","267fa6e3-c96c-4ff5-b5cf-54456d3134ab","102076","Aerial Forest Survey Severity: Michigan, 2012","This data was taken from an aerial survey of forests","8764af9ad8054c14b1fff3dd1fe1c39e_36","dataset","2017-04-07T12:34:53","","","2012","2012","Forests###Trees###Michigan, United States","-89.1524###-83.124###42.3454###48.1604","public","https://gis-michigan.opendata.arcgis.com/###https://gis.michigan.opendata.arcgis.com/datasets/8764af9ad8054c14b1fff3dd1fe1c39e_36.zip###https://opengeometadata.github.io/big-ten/26/7f/a6/e3c96c4ff5b5cf54456d3134ab/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/ForestHealthAerialSurveys/FeatureServer/36","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","290b5d2e-cd66-4992-a478-1ac9041f87da","102075","Water Wells - Upper Peninsula: Michigan, 2015","The data in these six files is derived from Wellogic, theMichigan Department of Environmental Quality statewide ground water database. The six files combined contain information on over575,000 spatially verified water well records.The six files are intended to provide water well information for wellsin counties clustered by geographic region: Upper Peninsula, Northern LowerPeninsula, East Central Lower Peninsula, West Central Lower Peninsula,Southwest Lower Peninsula and the South Central Southeastern Lower Peninsula. The files are constructed to be easilymerged, containing the same number and type of attribute fields.Although the derived data in these files represents thebest readily available data, the six files do not represent a complete databaseof all wells or well records in existence. Until January 1, 2000 not all water wellrecords for new wells in Michigan were entered into Wellogic. For wells drilled before 2000 the rate ofinclusion is highly variable from one county to another. Further, there is a quality control check onlocation that may exclude a limited number of wells from Wellogic from the sixfiles made available on this site.More Metadata","5302277c5b544981a645bfd9929d9709_4","dataset","2017-04-07T12:35:22","","","2015","2015","Michigan, United States###Groundwater","-90.4077###-82.4156###41.656###48.1419","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/5302277c5b544981a645bfd9929d9709_4.zip###https://opengeometadata.github.io/big-ten/29/0b/5d/2ecd664992a4781ac9041f87da/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/public_health/MapServer/4###https://gis-michigan.opendata.arcgis.com/datasets/5302277c5b544981a645bfd9929d9709_4","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","2ef41879-41b2-434f-99ac-904e4c1781a5","102069","Hunter Access Program Land Locations: Michigan, 2015","Hunter Access Program Lands include lands managed by private citizens in agreement with the Michigan Department of Natural Resources that are open to public hunting. Please double check with the appropriate agency for specific rules, regulations, and restrictions.","0b137b01aa0143b1a63d1a877ee1ce70_1","dataset","2017-04-07T12:34:56","","","2015","2015","Michigan, United States###Hunting","-86.4768###-82.3308###41.685###46.4485","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/0b137b01aa0143b1a63d1a877ee1ce70_1.zip###https://opengeometadata.github.io/big-ten/2e/f4/18/7941b2434f99ac904e4c1781a5/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrHuntableLands/MapServer/1###https://gis-michigan.opendata.arcgis.com/datasets/0b137b01aa0143b1a63d1a877ee1ce70_1","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","2e81e99c-83a1-42c1-a037-dc649e6c807e","102072","Topo Quad Boundaries: Michigan, 2015","The 1:24,000-scale (24K) U.S. Geological Survey (USGS) quadrangle boundary data set contains the following information. (1) The approximate boundaries of the various 24K USGS quadrangles. (2) The names and indexing codes associated with each 24K quadrangle.Topo Quads Metadata","ed9fcf847a044091be665e6073c49582_4","dataset","2017-04-07T12:34:40","","","2015","2015","Michigan, United States","-90.6567###-81.9912###41.5576###48.3986","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/ed9fcf847a044091be665e6073c49582_4.zip###https://opengeometadata.github.io/big-ten/2e/81/e9/9c83a142c1a037dc649e6c807e/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/elevation/MapServer/4###https://gis-michigan.opendata.arcgis.com/datasets/ed9fcf847a044091be665e6073c49582_4","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","2ee094af-0a30-4468-b62a-67147ddd5c64","102070","Ash Host Species: Michigan, 2007","Ash Host Species 2007 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.","1bd60670b4ca40158842f7cbed98a593_14","dataset","2017-04-07T12:34:28","","","2007","2007","Forests###Trees###Michigan, United States","-90.1571###-83.2295###42.3503###48.1063","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/1bd60670b4ca40158842f7cbed98a593_14.zip###https://opengeometadata.github.io/big-ten/2e/e0/94/af0a304468b62a67147ddd5c64/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/14###https://gis-michigan.opendata.arcgis.com/datasets/1bd60670b4ca40158842f7cbed98a593_14","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","2ed9a115-e542-46c0-967a-791a1b98d756","102071","Forest Stand Covertype: Michigan, 2015","Forest Stand Covertypes as determined by DNR forest stand examiners during the DNR's forest inventory process. Data is also included on Michigan State Park and Michigan Wildlife Division Managed Lands where forest inventory has been completed.","2aa59d73bbaa4c13a12539713c6e8f3b_2","dataset","2017-04-07T12:34:59","","","2015","2015","Forests###Trees###Michigan, United States","-90.0454###-82.2107###41.7096###47.4904","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/2aa59d73bbaa4c13a12539713c6e8f3b_2.zip###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/open_ForestInventory/FeatureServer/2###https://opengeometadata.github.io/big-ten/2e/d9/a1/15e54246c0967a791a1b98d756/iso19139###https://gis-michigan.opendata.arcgis.com/datasets/2aa59d73bbaa4c13a12539713c6e8f3b_2","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","6145784f-b01f-4d3c-a369-57a3b5742214","102020","MDOT Mile Markers: Michigan, 2015","The Mile Marker Inventory contains mile marker location information along Michigan's highways. Descriptive information for the mile markers include: latitude and longitude, route name, region, TSC, county, control section number, physical reference (PR) number, PR mile point, and mile number. The information was collected in 2011 using Framework V11. The data has not been updated and more current data may be available. Please see theMDOT Metadata Formfor additional information.Update Cycle: The Mile Marker inventory was initially collected and completed in 2011 as part of the Lane Mile Inventory (LMI). There is currently no update plan in place to re-collect or update this inventory.;Data Quality: Data was collected to +/- 25ft accuracy using a laptop equipped with ArcGIS Desktop and a tethered USB puck GPS unit.;Coverage: This inventory is complete in its coverage of all State of Michigan trunkline roadways as of 2011.;Symbology: The symbology for the Mile Markers is a simple point.;Contact: Alonso Uzcategui,uzcateguia@michigan.gov","2dd7849806b6427b9aa30d284885b4f7_3","dataset","2017-04-07T12:34:54","","","2015","2015","Michigan, United States","-86.7973###-82.252###41.7104###46.4988","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/2dd7849806b6427b9aa30d284885b4f7_3.zip###https://opengeometadata.github.io/big-ten/61/45/78/4fb01f4d3ca36957a3b5742214/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/MDOT/mdot_opendata/MapServer/3###https://gis-michigan.opendata.arcgis.com/datasets/2dd7849806b6427b9aa30d284885b4f7_3","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","63a7ca3f-f816-4fd7-8b9e-27beda0c5034","102018","Coastal Zone Management Areas: Michigan","A detailed digital geographic representation of the coastal zone management boundary applied under the Coastal Zone Management Act of 1972 (P.L. 92-583) within the State of Michigan.More Metadata","ad433ce9a5d34961bf4d5266a390bbf2_1","dataset","2017-05-12T10:41:30","2016-08-15","2017-03-27","2016","2017","Coast###Michigan, United States","-90.418146###-82.122984###41.731555###48.30607","","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/ad433ce9a5d34961bf4d5266a390bbf2_1.zip###https://gis-michigan.opendata.arcgis.com/datasets/ad433ce9a5d34961bf4d5266a390bbf2_1###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/hydro/MapServer/1###https://opengeometadata.github.io/big-ten/63/a7/ca/3ff8164fd78b9e27beda0c5034/iso19139","Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","Downloadable Data","",
"iso19139","5f6b8b30-c25c-4dc5-a02f-5d349d291fb5","102021","Michigan DNR Parcels: Michigan, 2015","This dataset covers Michigan Forest Stand treatments.","1c93c259111241ddb75d308c5d3f2704_3","dataset","2017-04-07T12:35:01","","","2015","2015","Michigan, United States","-90.396###-82.1513###41.6541###47.4958","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/1c93c259111241ddb75d308c5d3f2704_3.zip###https://opengeometadata.github.io/big-ten/5f/6b/8b/30c25c4dc5a02f5d349d291fb5/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/dnrRealEstate/FeatureServer/3###https://gis-michigan.opendata.arcgis.com/datasets/1c93c259111241ddb75d308c5d3f2704_3","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
